site_no,Date,Mean Water Temp (C),Mean Specific Conductance,Turbidity (FNU),pH
1095434,7/8/2023,18.3,,,7.107048847636591
1095434,7/9/2023,17.9,,,7.211115504641425
1095434,7/10/2023,19.1,,,6.600263782172466
1095434,7/11/2023,19.1,,,6.629104741469061
1095434,7/12/2023,18.8,,,6.594528969024583
1095434,7/13/2023,18.4,,,6.806091286332096
1095434,7/14/2023,19.4,,,7.371239387599229
1095434,7/15/2023,19.1,,,6.981659676362499
1095434,7/16/2023,20.1,,,7.070188351990963
1095434,7/17/2023,19.3,,,6.707360574923552
1095434,7/18/2023,19.3,,,7.2626299372130925
1095434,7/19/2023,18.4,,,7.4558354721254405
1095434,7/20/2023,17.6,,,6.639853709120922
1095434,7/21/2023,17.6,,,7.0473316465160885
1095434,7/22/2023,18.1,,,6.6017513271621775
1095434,7/23/2023,17.3,,,7.385839466641325
1095434,7/24/2023,17.2,,,6.70711516101448
1095434,7/25/2023,18.3,,,6.742247784616909
1095434,7/26/2023,18.4,,,6.788378927049505
1095434,7/27/2023,18.5,,,7.179789735791499
1095434,7/28/2023,18.6,,,6.751574724074051
1095434,7/29/2023,19.1,,,6.554924646091504
1095434,7/30/2023,17.5,,,7.140217323009972
1095434,7/31/2023,16.7,,,6.789697966122735
1095434,8/1/2023,16.2,,,7.253771830631285
1095434,8/2/2023,15.3,,,6.933125357252312
1095434,8/3/2023,15.8,917.0,,7.240780073692689
1095434,8/4/2023,16.3,927.0,,6.515979845792916
1095434,8/5/2023,16.8,935.0,,7.300813410491633
1095434,8/6/2023,16.2,946.0,,6.559886816624655
1095434,8/7/2023,16.1,937.0,,7.11738938312734
1095434,8/8/2023,18.6,702.0,,6.5690295625789465
1095434,8/9/2023,17.8,886.0,,6.765901390758381
1095434,8/10/2023,17.7,,,6.625003514061036
1095434,8/11/2023,18.2,,,6.894984173700293
1095434,8/12/2023,16.9,,,7.0869090724360095
1095434,8/13/2023,17.7,,,6.972686519203546
1095434,8/14/2023,17.4,,,7.229959876771254
1095434,8/15/2023,18.4,,,7.068226648197786
1095434,8/16/2023,17.1,,,6.582979719000592
1095434,8/17/2023,17.0,,,6.900877770210027
1095434,8/18/2023,18.2,,,6.795972398486045
1095434,8/19/2023,16.6,,,6.610901159795738
1095434,8/20/2023,16.6,,,7.046213847448297
1095434,8/21/2023,17.1,,,7.127617699247544
1095434,8/22/2023,16.5,877.0,,6.669965745282504
1095434,8/23/2023,15.5,896.0,,6.834145333310928
1095434,8/24/2023,15.4,900.0,,7.384359271561982
1095434,8/25/2023,17.5,537.0,,7.487727751888421
1095434,8/26/2023,17.8,752.0,,7.4639893938085615
1095434,8/27/2023,17.1,828.0,,6.752236030047137
1095434,8/28/2023,16.7,858.0,,6.632377408432263
1095434,8/29/2023,17.0,873.0,,7.390919762087178
1095434,8/30/2023,17.3,847.0,,7.153129016389516
1095434,8/31/2023,15.9,884.0,,7.055715792668378
1095434,9/1/2023,14.7,900.0,,7.491399176797121
1095434,9/2/2023,15.1,907.0,,7.410107356047677
1095434,9/3/2023,16.4,916.0,,7.042294122581741
1095434,9/4/2023,16.9,922.0,,7.278919342063114
1095434,9/5/2023,17.3,926.0,,6.812537507430975
1095434,9/6/2023,17.7,928.0,,7.092600512591459
1095434,9/7/2023,18.0,935.0,,7.198497456301325
1095434,9/8/2023,18.9,765.0,,7.433136482768421
1095434,9/9/2023,18.5,823.0,,7.414248630914819
1095434,9/10/2023,18.4,787.0,,6.56117371195907
1095434,9/11/2023,18.6,,,7.386590119249432
1095434,9/12/2023,19.0,,,6.536377038831666
1095434,9/13/2023,18.1,,,6.509032615878342
1095434,9/14/2023,17.1,,,6.8957462371179705
1095434,9/15/2023,15.2,857.0,,6.832015479198131
1095434,9/16/2023,14.9,887.0,,6.897643194264247
1095434,9/17/2023,14.9,903.0,,6.900056051875136
1095434,9/18/2023,16.5,589.0,,6.647207966100123
1095434,9/19/2023,16.3,628.0,,6.94687006686908
1095434,9/20/2023,15.3,783.0,,6.580919383836211
1095434,9/21/2023,14.5,835.0,,7.224828820770703
1095434,9/22/2023,14.2,857.0,,6.867974550747163
1095434,9/23/2023,13.6,865.0,,6.618805412046482
1095434,9/24/2023,14.1,790.0,,6.848833709034339
1095434,9/25/2023,14.3,661.0,,6.958514279998936
1095434,9/26/2023,13.6,803.0,,6.502674130271501
1095434,9/27/2023,12.6,839.0,,6.582864877641253
1095434,9/28/2023,13.1,859.0,,7.458948678878226
1095434,9/29/2023,12.8,,,6.633899105311675
1095434,9/30/2023,13.4,,,7.337548508377944
1095434,10/1/2023,13.9,,,7.08511008410321
1095434,10/2/2023,14.4,,,6.885949071154824
1095434,10/3/2023,14.3,,,6.836461429541715
1095434,10/4/2023,15.4,,,6.628618854163724
1095434,10/5/2023,15.5,,,6.6487635383348715
1095434,10/6/2023,15.6,,,6.818843086695981
1095434,10/7/2023,16.0,,,7.181180442365821
1095434,10/8/2023,13.9,,,6.733070882658222
1095434,10/9/2023,12.5,,,7.037383344944766
1095434,10/10/2023,12.3,,,6.619381789570592
1095434,10/11/2023,12.6,833.0,,6.900622482510014
1095434,10/12/2023,12.9,842.0,,7.380004718506402
1095434,10/13/2023,12.0,850.0,,7.248862526463064
1095434,10/14/2023,11.8,855.0,,6.53088205917174
1095434,10/15/2023,11.7,860.0,,6.516523277451126
1095434,10/16/2023,11.8,847.0,,6.594868767122122
1095434,10/17/2023,11.8,854.0,,6.568600185237969
1095434,10/18/2023,12.2,861.0,,6.873063872719782
1095434,10/19/2023,12.6,866.0,,7.408076610241256
1095434,10/20/2023,12.8,867.0,,7.048389424704525
15s,20d,14n,,,6.986317916048122
1100568,4/4/2023,10,,,6.9079092652817655
1100568,4/5/2023,9.3,,,7.197922525064433
1100568,4/6/2023,9.8,,,7.3024933503656815
1100568,4/7/2023,9.6,,,6.829651732505349
1100568,4/8/2023,8.8,,,6.607847268462047
1100568,4/9/2023,9,,,7.010458674515303
1100568,4/10/2023,9.8,,,7.077205521950941
1100568,4/11/2023,10.6,,,6.914572618263625
1100568,4/12/2023,11.4,,,7.404518001679098
1100568,4/13/2023,12.2,,,6.538680051828188
1100568,4/14/2023,12.9,,,7.3235257039219395
1100568,4/15/2023,12.3,,,6.622170274892694
1100568,4/16/2023,11.9,,,7.1520652721352445
1100568,4/17/2023,11.4,,,7.22897926010169
1100568,4/18/2023,11.2,,,6.614169956641902
1100568,4/19/2023,10.2,,,6.584986462518954
1100568,4/20/2023,10.9,,,7.294525476556452
1100568,4/21/2023,11.4,,,6.586201738541583
1100568,4/22/2023,10.9,,,6.987908438681745
1100568,4/23/2023,10.4,,,7.364249468249893
1100568,4/24/2023,11.2,,,6.852751394043849
1100568,4/25/2023,11.5,,,6.9048602218662145
1100568,4/26/2023,11.7,,,7.0363259142125445
1100568,4/27/2023,11.6,,,6.909099514289698
1100568,4/28/2023,11.9,,,7.038418111187893
1100568,4/29/2023,11.4,,,7.1833779349842155
1100568,4/30/2023,11.1,,,7.285699824258814
1100568,5/1/2023,12.3,,,7.270796779390921
1100568,5/2/2023,11.7,,,7.4543098739297555
1100568,5/3/2023,11.6,,,6.660934581832181
1100568,5/4/2023,11.1,,,6.786171752057399
1100568,5/5/2023,11.5,,,7.221407701327433
1100568,5/6/2023,12.3,,,7.3932483067072265
1100568,5/7/2023,13,,,6.8780939321445755
1100568,5/8/2023,13.3,,,6.597278069941353
1100568,5/9/2023,12.2,,,7.363283132039263
1100568,5/10/2023,12.4,,,6.631819970265892
1100568,5/11/2023,13.1,,,7.278750094365772
1100568,5/12/2023,13.8,,,7.218529347933434
1100568,5/13/2023,14,,,7.4781064969074995
1100568,5/14/2023,12.8,,,6.819065908945435
1100568,5/15/2023,12.7,,,6.910487896208666
1100568,5/16/2023,13.4,,,6.644076876706838
1100568,5/17/2023,12.3,,,7.060530938676926
1100568,5/18/2023,11.7,,,7.266630064761989
1100568,5/19/2023,12.6,,,7.044678982683088
1100568,5/20/2023,14.7,,,6.511311773562653
1100568,5/21/2023,15.8,,,7.37042826945291
1100568,5/22/2023,14.1,,,7.30521098350713
1100568,5/23/2023,13.3,,,7.373860221994326
1100568,5/24/2023,13.5,,,6.641691049531552
1100568,5/25/2023,13.6,,,7.275559994503715
1100568,5/26/2023,13.2,,,6.78267546086642
1100568,5/27/2023,13.7,,,7.2234237306047655
1100568,5/28/2023,14.7,,,7.214245204865471
1100568,5/29/2023,14.4,,,6.760223219713613
1100568,5/30/2023,13.7,,,6.723379821688851
1100568,5/31/2023,14.3,,,7.410394076330282
1100568,6/1/2023,15.2,,,6.8844322143802925
1100568,6/2/2023,16.8,,,6.9021442730902205
1100568,6/3/2023,16.3,,,7.310664454456725
1100568,6/4/2023,13.6,,,7.0441470589453985
1100568,6/5/2023,14,,,6.825602344403631
1100568,6/6/2023,14.4,,,7.079191259845632
1100568,6/7/2023,14.1,,,6.700965243672893
1100568,6/8/2023,14,,,7.0436869190311775
1100568,6/9/2023,14.9,,,7.191790444459341
1100568,6/10/2023,15,,,6.8652344470634405
1100568,6/11/2023,15.1,,,7.447273272297677
1100568,6/12/2023,15.8,,,7.004661666418654
1100568,6/13/2023,16.7,,,6.599646513923661
1100568,6/14/2023,16.4,,,7.247575250731369
1100568,6/15/2023,16.8,,,7.108551800905299
1100568,6/16/2023,16.5,,,7.483434348013207
1100568,6/17/2023,17.2,,,7.229324771129526
1100568,6/18/2023,16.4,,,7.418470108803378
1100568,6/19/2023,15.6,,,6.80685851100163
1100568,6/20/2023,15.4,,,7.4871902224085805
1100568,6/21/2023,15.4,,,6.736350378415766
1100568,6/22/2023,15.6,,,7.415297818370741
1100568,6/23/2023,15.9,,,7.3462538185404265
1100568,6/24/2023,16.4,,,7.075381324108427
1100568,6/25/2023,17.2,,,6.814100534586133
1100568,6/26/2023,18.2,,,6.835279293980773
1100568,6/27/2023,18.2,,,7.227946145729246
1100568,6/28/2023,18.5,,,6.650995285427548
1100568,6/29/2023,18.9,,,6.899421543210649
1100568,6/30/2023,17.7,,,6.672987662923781
1100568,7/1/2023,17.4,,,6.816427847742757
1100568,7/2/2023,18.7,,,6.769002486495328
1100568,7/3/2023,18.9,,,7.000855544941192
1100568,7/4/2023,19.1,,,7.154993093297949
1100568,7/5/2023,18.7,,,7.462289454435775
1100568,7/6/2023,18.3,,,7.4438949982953595
1100568,7/7/2023,18.3,,,7.446924403682103
1100568,7/8/2023,18.2,,,6.543447024936735
1100568,7/9/2023,18,,,6.5247525058197064
1100568,7/10/2023,19.7,,,7.2214694396254115
1100568,7/11/2023,19.5,,,6.80211309780021
1100568,7/12/2023,18.7,,,7.1516207970759655
1100568,7/13/2023,18.6,,,6.744340626681291
1100568,7/14/2023,19.4,,,6.539900674789077
1100568,7/15/2023,19.3,,,6.584904360562639
1100568,7/16/2023,21,,,6.539242029226224
1100568,7/17/2023,20.9,,,6.983926993349093
1100568,7/18/2023,19.6,,,7.090308226856572
1100568,7/19/2023,19.6,,,7.332192081934939
1100568,7/20/2023,18.9,,,6.994323032031575
1100568,7/21/2023,18.7,,,6.917796161678034
1100568,7/22/2023,19.6,,,7.374923892168646
1100568,7/23/2023,18.7,,,7.386623420373678
1100568,7/24/2023,18.7,,,7.109715654809811
1100568,7/25/2023,18.9,,,6.721544886803838
1100568,7/26/2023,19.4,,,7.390049756400592
1100568,7/27/2023,19.4,,,6.7678342886718
1100568,7/28/2023,19.5,,,7.304798075268391
1100568,7/29/2023,20.7,,,7.027868737195096
1100568,7/30/2023,20.4,,,7.284517982689747
1100568,7/31/2023,18.8,,,6.699355665152273
1100568,8/1/2023,18.2,,,7.32792344171464
1100568,8/2/2023,17.8,,,7.112990316201522
1100568,8/3/2023,18.1,,,6.9869859052369225
1100568,8/4/2023,18.4,,,7.497389887072169
1100568,8/5/2023,18.6,,,7.2471452050124405
1100568,8/6/2023,18.3,,,6.724270869113706
1100568,8/7/2023,18.2,,,7.0324720548696575
1100568,8/8/2023,21.3,,,6.612509697449928
1100568,8/9/2023,19.9,,,6.918610885902696
1100568,8/10/2023,19.5,,,7.492325953930904
1100568,8/11/2023,20.1,,,6.966405208278728
1100568,8/12/2023,18.9,,,7.336875174304756
1100568,8/13/2023,19.3,,,6.80485251579755
1100568,8/14/2023,19.1,,,7.203273890031332
1100568,8/15/2023,20.2,,,6.689554594985022
1100568,8/16/2023,19.1,,,7.127630078753633
1100568,8/17/2023,18.6,,,6.726910784886564
1100568,8/18/2023,19.8,,,7.056134353022951
1100568,8/19/2023,18.8,,,6.676874770051592
1100568,8/20/2023,18.6,,,7.191389751117613
1100568,8/21/2023,18.9,,,6.541283248355203
1100568,8/22/2023,18.7,,,7.243672669046797
1100568,8/23/2023,18,,,7.315129391326265
1100568,8/24/2023,18,,,6.993866683532394
1100568,8/25/2023,19.6,,,6.962468370462872
1100568,8/26/2023,19.4,,,7.070157640626346
1100568,8/27/2023,18.8,,,6.514325646573646
1100568,8/28/2023,18.5,,,7.07575395312352
1100568,8/29/2023,18.7,,,7.103271458118854
1100568,8/30/2023,20.3,,,6.8083509053586235
1100568,8/31/2023,18.3,,,7.001588876592302
1100568,9/1/2023,17.6,,,7.096340738448986
1100568,9/2/2023,17.9,,,6.882847305255888
1100568,9/3/2023,18.5,,,6.65953092354865
1100568,9/4/2023,18.7,,,6.649701915919117
1100568,9/5/2023,18.9,,,7.333375204739264
1100568,9/6/2023,19.1,,,6.6991071759926015
1100568,9/7/2023,19.3,,,6.6804198441793785
1100568,9/8/2023,20.5,,,6.9589494539172625
1100568,9/9/2023,21,,,7.2431844374912995
1100568,9/10/2023,21.5,,,7.431556322836456
1100568,9/11/2023,20.6,,,7.315555304687064
1100568,9/12/2023,20.4,,,6.53523866797793
1100568,9/13/2023,20.4,,,7.134134536659182
1100568,9/14/2023,19.6,,,6.723554618652101
1100568,9/15/2023,18.1,,,6.854319523717703
1100568,9/16/2023,17.6,,,7.018646500468815
1100568,9/17/2023,17.8,,,6.615999605291188
1100568,9/18/2023,18.7,,,6.724251381249166
1100568,9/19/2023,18.3,,,7.43553868385877
1100568,9/20/2023,18,,,6.923717060290315
1100568,9/21/2023,17.5,,,7.12768847552105
1100568,9/22/2023,17.2,,,7.484117122157029
1100568,9/23/2023,16.8,,,6.922086704020039
1100568,9/24/2023,17.1,,,6.9233368997858795
1100568,9/25/2023,17.1,,,7.192349381358503
1100568,9/26/2023,16.4,,,7.200448984020975
1100568,9/27/2023,15.8,,,7.198121443291777
1100568,9/28/2023,16,,,7.276612593973986
1100568,9/29/2023,15.9,,,6.869281673857511
1100568,9/30/2023,15.8,,,6.9579781332090604
1100568,10/1/2023,16.1,,,6.928069203909259
1100568,10/2/2023,16.5,,,6.804293556935816
1100568,10/3/2023,16.4,,,6.859231655943565
1100568,10/4/2023,17,,,7.125984635106878
1100568,10/5/2023,17.1,,,6.606936708811429
1100568,10/6/2023,17.3,,,6.507016704987709
1100568,10/7/2023,17.7,,,7.218595213140557
1100568,10/8/2023,16.5,,,7.338076634751648
1100568,10/9/2023,15.4,,,6.528856923575462
1100568,10/10/2023,15.3,,,6.532261563454256
1100568,10/11/2023,15.4,,,6.502499163402419
1100568,10/12/2023,15.6,,,7.0480268629156315
1100568,10/13/2023,14.8,,,6.520622256816889
1100568,10/14/2023,14.7,,,7.413053691406514
1100568,10/15/2023,14.6,,,7.413059149809952
1100568,10/16/2023,14.7,,,6.752708272569411
1100568,10/17/2023,14.7,,,7.2894826409247555
1100568,10/18/2023,14.9,,,7.301572454106234
1100568,10/19/2023,15.2,,,7.354179645070462
1100568,10/20/2023,15.1,,,7.098907015473396
15s,20d,14n,14n,,6.836142145575038
1104370,4/4/2023,10.3,409,,6.6035388733364915
1104370,4/5/2023,10,410,,7.163572289557334
1104370,4/6/2023,9.8,412,,6.58633932066903
1104370,4/7/2023,10.4,413,,6.581307227245651
1104370,4/8/2023,9.2,418,,7.0646325850339
1104370,4/9/2023,9.1,421,,7.396376506167908
1104370,4/10/2023,10,424,,6.752813593965499
1104370,4/11/2023,11.4,422,,6.519891891083379
1104370,4/12/2023,13.4,424,,6.639135475575414
1104370,4/13/2023,15,392,,6.811337504038308
1104370,4/14/2023,17,342,,7.1032256485859016
1104370,4/15/2023,16.2,309,,7.237125690242066
1104370,4/16/2023,14.9,293,,7.481009783769157
1104370,4/17/2023,13.5,290,,7.366728342007624
1104370,4/18/2023,12.5,287,,6.950379990409696
1104370,4/19/2023,11.1,287,,7.210229126180788
1104370,4/20/2023,11.5,288,,6.936168506649727
1104370,4/21/2023,12.6,288,,6.89286663605146
1104370,4/22/2023,11.9,289,,6.504117118996424
1104370,4/23/2023,10.8,279,,7.2861836209445
1104370,4/24/2023,11.6,376,,7.207088658535907
1104370,4/25/2023,12.5,402,,6.87634594006351
1104370,4/26/2023,13.2,409,,6.703681009899361
1104370,4/27/2023,12.8,403,,6.610756634881211
1104370,4/28/2023,13,399,,6.702556890053313
1104370,4/29/2023,12.6,401,,6.672405825998203
1104370,4/30/2023,11.6,359,,7.0747058357817885
1104370,5/1/2023,13.1,328,,6.844819330503756
1104370,5/2/2023,12.4,337,,6.780297010545468
1104370,5/3/2023,11.7,338,,7.3539340122273025
1104370,5/4/2023,11,341,,7.139779208576432
1104370,5/5/2023,11.6,345,,6.639269121323796
1104370,5/6/2023,13.4,349,,7.328501986960083
1104370,5/7/2023,15.6,355,,6.908060845802785
1104370,5/8/2023,17.3,363,,7.002499186286466
1104370,5/9/2023,15.6,370,,7.252867546996815
1104370,5/10/2023,15.1,374,,6.925426877147085
1104370,5/11/2023,16.2,382,,6.916928363642331
1104370,5/12/2023,17.4,390,,6.642304342910829
1104370,5/13/2023,18.4,396,,7.111546931072143
1104370,5/14/2023,16.6,404,,6.757343755389861
1104370,5/15/2023,15.1,410,,6.700441690224795
1104370,5/16/2023,15.8,412,,7.240980295437282
1104370,5/17/2023,15.3,417,,7.101860493170828
1104370,5/18/2023,13.1,422,,6.687112288104152
1104370,5/19/2023,13.9,423,,7.178386982001161
1104370,5/20/2023,14.3,396,,6.927012956087556
1104370,5/21/2023,17,343,,7.354994466574111
1104370,5/22/2023,17.2,355,,6.667208732078117
1104370,5/23/2023,16.3,362,,7.177189838091744
1104370,5/24/2023,16,372,,6.779292270659325
1104370,5/25/2023,15.9,379,,7.270902483147082
1104370,5/26/2023,15.3,385,,6.56005060884008
1104370,5/27/2023,15.9,391,,7.074546957699478
1104370,5/28/2023,17.5,396,,6.600350237002355
1104370,5/29/2023,17.6,402,,7.468132769029689
1104370,5/30/2023,15.9,410,,7.256351489893594
1104370,5/31/2023,16.3,412,,6.62271774309797
1104370,6/1/2023,17.8,417,,6.786686326493827
1104370,6/2/2023,19,419,,7.123292490923033
1104370,6/3/2023,15.8,413,,6.718547986740406
1104370,6/4/2023,13.9,419,,6.613929489066635
1104370,6/5/2023,13.9,416,,6.597588312133896
1104370,6/6/2023,14.9,417,,7.0560992115896495
1104370,6/7/2023,14.9,421,,7.241045491893509
1104370,6/8/2023,14.5,425,,7.456922628503014
1104370,6/9/2023,14.4,417,,7.271293312393968
1104370,6/10/2023,14.6,421,,6.907362563248435
1104370,6/11/2023,15.6,418,,7.146957194387252
1104370,6/12/2023,17.4,421,,7.10815261901461
1104370,6/13/2023,18.5,419,,7.386429643599189
1104370,6/14/2023,18.7,417,,7.393694793414479
1104370,6/15/2023,18.2,419,,7.011464980038528
1104370,6/16/2023,18.6,427,,6.883578819239352
1104370,6/17/2023,17.5,403,,6.99082213235347
1104370,6/18/2023,17.7,399,,6.991465177685589
1104370,6/19/2023,17.6,403,,6.8026322683468745
1104370,6/20/2023,16.9,414,,7.478246997597297
1104370,6/21/2023,17,416,,6.698410136662981
1104370,6/22/2023,17.2,417,,6.752765058024679
1104370,6/23/2023,17.5,419,,6.899029304041972
1104370,6/24/2023,18.5,421,,6.542875522672614
1104370,6/25/2023,19.8,421,,6.714969309551705
1104370,6/26/2023,20.1,422,,7.026156498623616
1104370,6/27/2023,20.3,421,,7.174517681575975
1104370,6/28/2023,20.1,419,,7.429932160325655
1104370,6/29/2023,20.5,414,,6.859688644602188
1104370,6/30/2023,20.7,421,,7.147869149872776
1104370,7/1/2023,20.7,423,,7.397847484559021
1104370,7/2/2023,19.5,400,,6.983515971488226
1104370,7/3/2023,20.6,370,,7.153460499286668
1104370,7/4/2023,21.2,372,,7.459641320568419
1104370,7/5/2023,22,379,,6.774156599028688
1104370,7/6/2023,23.2,383,,6.514430755737619
1104370,7/7/2023,23.7,389,,6.931602691449233
1104370,7/8/2023,23.5,394,,6.876139500139487
1104370,7/9/2023,22.7,398,,7.334232434931029
1104370,7/10/2023,21.3,363,,7.104782718698613
1104370,7/11/2023,21.9,359,,6.881895576435948
1104370,7/12/2023,22.8,355,,6.556341587561678
1104370,7/13/2023,22.9,369,,6.871065922937386
1104370,7/14/2023,22,372,,7.224408445551336
1104370,7/15/2023,22.7,377,,6.509672059275956
1104370,7/16/2023,22.6,337,,6.792952288468601
1104370,7/17/2023,23.6,340,,7.4515381470344355
1104370,7/18/2023,23.8,346,,6.931698398754171
1104370,7/19/2023,23.1,354,,7.01040561576573
1104370,7/20/2023,22.3,361,,7.019342785996941
1104370,7/21/2023,21,349,,6.9140542541792005
1104370,7/22/2023,21.3,320,,7.418149894218824
1104370,7/23/2023,21.4,330,,7.239511423184646
1104370,7/24/2023,21.3,325,,7.2882047312163705
1104370,7/25/2023,21.1,331,,7.318132104189646
1104370,7/26/2023,21.1,341,,7.2013271876624
1104370,7/27/2023,21.7,349,,6.695009745530481
1104370,7/28/2023,22.4,351,,6.767543276697173
1104370,7/29/2023,22.4,335,,6.507646481276193
1104370,7/30/2023,21.4,325,,6.977692810109533
1104370,7/31/2023,20.4,340,,6.97559686378086
1104370,8/1/2023,19.8,354,,6.8897473090132415
1104370,8/2/2023,18.6,356,,7.20792390367659
1104370,8/3/2023,18.4,363,,7.455424359976063
1104370,8/4/2023,18.8,371,,7.022940076807454
1104370,8/5/2023,19.5,366,,7.059192675404032
1104370,8/6/2023,19.1,373,,6.763825065876608
1104370,8/7/2023,18.3,389,,6.900897463954833
1104370,8/8/2023,20.6,286,,6.810225981965272
1104370,8/9/2023,21.9,267,,6.683934342070728
1104370,8/10/2023,21.4,288,,6.798629329963617
1104370,8/11/2023,21.2,285,,7.165213342760753
1104370,8/12/2023,20.7,296,,7.190433596112966
1104370,8/13/2023,21.6,308,,7.236850973342993
1104370,8/14/2023,21.2,317,,6.544224933866341
1104370,8/15/2023,20.8,305,,6.709389914514592
1104370,8/16/2023,20.2,308,,6.861957210952355
1104370,8/17/2023,19.8,317,,7.162126367834905
1104370,8/18/2023,20.3,285,,7.266132889616537
1104370,8/19/2023,19.6,285,,6.700480002877016
1104370,8/20/2023,19.2,293,,7.473706036639149
1104370,8/21/2023,19.9,300,,6.846840431560357
1104370,8/22/2023,20.1,303,,7.439807962329256
1104370,8/23/2023,19.1,312,,6.908389823692184
1104370,8/24/2023,18.5,324,,7.482280860591381
1104370,8/25/2023,18.4,257,,6.579588782979807
1104370,8/26/2023,19.6,254,,6.904743007072839
1104370,8/27/2023,20.1,278,,6.8559244734610365
1104370,8/28/2023,19.6,293,,7.432524603377275
1104370,8/29/2023,19.7,304,,7.327511486460773
1104370,8/30/2023,20.2,284,,7.070321848756262
1104370,8/31/2023,19.3,294,,7.424148132553229
1104370,9/1/2023,17.9,305,,7.185256763079033
1104370,9/2/2023,17.6,316,,6.503239533529829
1104370,9/3/2023,18.7,322,,7.074650869968432
1104370,9/4/2023,19.5,332,,6.835715762062196
1104370,9/5/2023,20.2,344,,7.0365930144195605
1104370,9/6/2023,20.8,349,,6.952610069131645
1104370,9/7/2023,21.5,359,,7.044872572289478
1104370,9/8/2023,21.3,359,,6.663545214210969
1104370,9/9/2023,21.1,358,,6.712781492911106
1104370,9/10/2023,21,334,,7.095422019607549
1104370,9/11/2023,21.2,327,,7.225607212520678
1104370,9/12/2023,21.1,322,,6.845666729119956
1104370,9/13/2023,20.8,328,,6.961989967665696
1104370,9/14/2023,20.3,317,,7.278577375864802
1104370,9/15/2023,18.7,308,,7.444897168108712
1104370,9/16/2023,17.5,317,,7.3385339789773285
1104370,9/17/2023,16.9,323,,7.004553486214329
1104370,9/18/2023,17.3,284,,6.965763375840606
1104370,9/19/2023,17.6,245,,7.0568919962040955
1104370,9/20/2023,17.3,256,,6.6608748537509905
1104370,9/21/2023,16.7,277,,6.729546174989195
1104370,9/22/2023,16,286,,6.806589555570201
1104370,9/23/2023,15.1,295,,6.575365647021882
1104370,9/24/2023,15.2,302,,7.389862431194902
1104370,9/25/2023,15.2,306,,7.4240346792045155
1104370,9/26/2023,14.7,309,,7.266175969092861
1104370,9/27/2023,13.5,315,,6.966272544704075
1104370,9/28/2023,13.5,321,,6.694936283702318
1104370,9/29/2023,13.4,312,,6.584835822567545
1104370,9/30/2023,13.7,306,,7.185807699494971
1104370,10/1/2023,13.8,313,,6.5124804010559645
1104370,10/2/2023,14.6,320,,6.54035515928348
1104370,10/3/2023,14.3,321,,7.450374375646968
1104370,10/4/2023,15.5,329,,6.826285332300348
1104370,10/5/2023,16.3,339,,6.726126435922544
1104370,10/6/2023,16.8,345,,7.426814324386732
1104370,10/7/2023,17.1,349,,6.570855508948048
1104370,10/8/2023,15.7,345,,7.290117740399804
1104370,10/9/2023,13.7,353,,7.058648886510676
1104370,10/10/2023,12.9,359,,6.6178977168893525
1104370,10/11/2023,12.7,355,,6.912642397066061
1104370,10/12/2023,13,354,,6.923864992916579
1104370,10/13/2023,12.4,357,,6.774940200478289
1104370,10/14/2023,11.6,360,,6.930394193083599
1104370,10/15/2023,11.7,354,,7.392843683254101
1104370,10/16/2023,11.6,356,,7.08067546443279
1104370,10/17/2023,11.5,364,,7.269339665620262
1104370,10/18/2023,11.7,371,,6.817382017162198
1104370,10/19/2023,12.1,366,,6.887691169193362
1104370,10/20/2023,11.9,369,,7.157187318329278
15s,20d,14n,14n,,6.811119449364968
1104405,4/4/2023,9.8,340,,6.663394932474713
1104405,4/5/2023,8.5,342,,7.299208988746922
1104405,4/6/2023,8.8,343,,7.42778946584069
1104405,4/7/2023,9.5,344,,6.925555248696069
1104405,4/8/2023,7.9,346,,7.239213888018134
1104405,4/9/2023,7.9,347,,7.1306879154216265
1104405,4/10/2023,9.2,349,,6.573255096396139
1104405,4/11/2023,10.9,349,,6.6294441854213755
1104405,4/12/2023,12.7,354,,6.582157062002961
1104405,4/13/2023,14.5,357,,7.4168563680859085
1104405,4/14/2023,16,359,,6.763823377632581
1104405,4/15/2023,14.3,359,,6.590544485316041
1104405,4/16/2023,12.9,358,,7.070262460741553
1104405,4/17/2023,11.5,355,,6.733647536919551
1104405,4/18/2023,10.9,353,,7.112194522957744
1104405,4/19/2023,9.5,353,,7.49866381072276
1104405,4/20/2023,10.9,354,,6.985036001237434
1104405,4/21/2023,11.6,356,,6.915548012692901
1104405,4/22/2023,10.1,355,,6.505886567172336
1104405,4/23/2023,9.3,335,,7.402494663408062
1104405,4/24/2023,10.9,307,,6.831396216698831
1104405,4/25/2023,11.5,318,,6.977093616736909
1104405,4/26/2023,11.7,326,,6.92410614352764
1104405,4/27/2023,11.2,327,,7.432990521776249
1104405,4/28/2023,11.8,331,,6.8205023659612145
1104405,4/29/2023,10.9,334,,7.490229935459772
1104405,4/30/2023,10.2,290,,7.276316338747665
1104405,5/1/2023,12.7,230,,6.738927494914417
1104405,5/2/2023,11.2,253,,6.580892825857692
1104405,5/3/2023,10.5,263,,6.689714359363528
1104405,5/4/2023,9.8,271,,7.39527062268313
1104405,5/5/2023,10.8,281,,6.799258826915222
1104405,5/6/2023,13,294,,6.6942808430341865
1104405,5/7/2023,15,304,,6.795058945149823
1104405,5/8/2023,16,310,,6.606163273086552
